model,phase,frequency_a,frequency_b,seeds,power_fraction_median,power_fraction_min,power_fraction_max,on_modular_diagonal
kan,final,-6,-1,5,9.323428093921393e-05,8.472669833281543e-06,0.00026970438193529844,False
kan,final,-6,0,5,0.00016376095300074667,8.699115278432146e-05,0.0005131305078975856,False
kan,final,-6,1,5,0.0001253397058462724,1.2564942153403535e-05,0.00017165299504995346,False
kan,final,-6,2,5,3.0322171369334683e-05,1.4193123206496239e-05,0.0003214655735064298,False
kan,final,-6,3,5,0.00011767790419980884,1.404318209097255e-05,0.0001432941062375903,False
kan,final,-6,4,5,4.462559081730433e-05,9.368730388814583e-06,0.0002492257335688919,False
kan,final,-6,5,5,7.190930773504078e-05,2.4192428099922836e-05,0.00036739156348630786,False
kan,final,-6,6,5,8.301375055452809e-05,7.241886578412959e-06,0.0003111553087364882,False
kan,final,-6,7,5,5.65658338018693e-05,1.885722485894803e-05,0.00041186800808645785,False
kan,final,-6,8,5,0.00017669374938122928,9.062061508302577e-06,0.00047024808009155095,False
kan,final,-6,9,5,7.665019074920565e-05,3.238791032345034e-05,0.0003609356645029038,False
kan,final,-6,10,5,0.00013462809147313237,2.7567451979848556e-05,0.00026252775569446385,False
kan,final,-6,11,5,6.85446648276411e-05,2.270743607368786e-05,0.00024201614724006504,False
kan,final,-6,12,5,4.0269005694426596e-05,2.5019460736075416e-05,0.0002842354297172278,False
kan,final,-6,13,5,4.3728425225708634e-05,1.4304691831057426e-05,0.00014462042599916458,False
kan,final,-6,14,5,7.345342601183802e-05,1.4459510566666722e-05,0.00026775061269290745,False
kan,final,-6,15,5,8.381452789762989e-05,8.868131772032939e-06,0.00012505210179369897,False
kan,final,-5,-15,5,4.238349720253609e-05,1.0574933185125701e-05,0.0005009524757042527,False
kan,final,-5,-14,5,1.8788208762998693e-05,1.1969602383032907e-05,0.000417910487158224,False
kan,final,-5,-13,5,2.374916584813036e-05,1.2638918633456342e-05,0.0001819150784285739,False
kan,final,-5,-12,5,4.53049797215499e-05,2.8020022000418976e-05,0.0001677686523180455,False
kan,final,-5,-11,5,2.391295311099384e-05,1.1417766472732183e-05,0.0001663213042775169,False
kan,final,-5,-10,5,0.0001400156324962154,4.097261626156978e-05,0.00029838114278391004,False
kan,final,-5,-9,5,2.8789327188860625e-05,1.7922513507073745e-05,0.00032086236751638353,False
kan,final,-5,-8,5,4.426047235028818e-05,1.6404837879235856e-05,0.00016425258945673704,False
kan,final,-5,-7,5,3.0058105039643124e-05,1.4197742530086543e-05,0.00019992704619653523,False
kan,final,-5,-6,5,4.235579035594128e-05,1.241181689692894e-05,0.00047557573998346925,False
kan,final,-5,-5,5,0.032247669994831085,0.027397936210036278,0.03292813152074814,True
kan,final,-5,-4,5,5.0607592129381374e-05,1.0831874533323571e-05,0.00013196741929277778,False
kan,final,-5,-3,5,8.513971988577396e-05,1.2787698324245866e-05,0.00011715859000105411,False
kan,final,-5,-2,5,3.806974200415425e-05,1.2330850950093009e-05,0.00022762987646274269,False
kan,final,-5,-1,5,3.859766002278775e-05,1.9670333131216466e-05,0.0004485030076466501,False
kan,final,-5,0,5,0.00010342618043068796,4.211648047203198e-05,0.0007252118666656315,False
kan,final,-5,1,5,3.746529546333477e-05,1.5058791177580133e-05,0.0002963217266369611,False
kan,final,-5,2,5,4.2537903937045485e-05,1.193858861370245e-05,0.0003274366317782551,False
kan,final,-5,3,5,3.334013308631256e-05,2.1315758203854784e-05,0.00016248226165771484,False
kan,final,-5,4,5,4.397520388010889e-05,2.400145967840217e-05,0.00021823710994794965,False
kan,final,-5,5,5,6.724472768837586e-05,1.3659958312928211e-05,0.0005303013022057712,False
kan,final,-5,6,5,3.0487577532767318e-05,6.647747795796022e-06,0.0003883560420945287,False
kan,final,-5,7,5,3.1164036045083776e-05,2.128802407241892e-05,0.0001607434533070773,False
kan,final,-5,8,5,2.4589713575551286e-05,1.4689679119328503e-05,0.00022501089551951736,False
kan,final,-5,9,5,2.8036318326485343e-05,1.7640808437136002e-05,0.0004019152547698468,False
kan,final,-5,10,5,7.050289423204958e-05,2.6262738174409606e-05,0.000460051407571882,False
kan,final,-5,11,5,2.688584936549887e-05,2.3525299184257165e-05,0.0001331830571871251,False
kan,final,-5,12,5,4.187294689472765e-05,3.755532452487387e-05,0.00014208645734470338,False
kan,final,-5,13,5,2.860708991647698e-05,1.1595101568673272e-05,6.174112786538899e-05,False
kan,final,-5,14,5,3.599826595745981e-05,2.347923509660177e-05,0.0003052437386941165,False
kan,final,-5,15,5,5.25032592122443e-05,7.255611762957415e-06,0.00020779576152563095,False
kan,final,-4,-15,5,2.5528172045596875e-05,1.5933204849716276e-05,0.0004911866271868348,False
kan,final,-4,-14,5,2.1475130779435858e-05,1.281934692087816e-05,0.0002545664901845157,False
kan,final,-4,-13,5,3.44124564435333e-05,1.59734863700578e-05,0.00024559456505812705,False
kan,final,-4,-12,5,2.805836447805632e-05,2.2341948351822793e-05,0.0003497264115139842,False
kan,final,-4,-11,5,2.765906356216874e-05,2.4584065613453276e-05,0.0005745686939917505,False
kan,final,-4,-10,5,3.0566905479645357e-05,2.6877880372921936e-05,0.000238533946685493,False
kan,final,-4,-9,5,2.7281803340883926e-05,1.7803740774979815e-05,0.0002807254495564848,False
kan,final,-4,-8,5,2.7135794880450703e-05,8.56294445839012e-06,0.0002363215753575787,False
kan,final,-4,-7,5,3.5245113394921646e-05,1.1872009054059163e-05,0.0003965687064919621,False
kan,final,-4,-6,5,4.087832348886877e-05,1.6767697161412798e-05,0.00034789060009643435,False
kan,final,-4,-5,5,3.0248373150243424e-05,9.976214641937986e-06,0.000498230685479939,False
kan,final,-4,-4,5,0.0325724333524704,0.015746887773275375,0.03287728875875473,True
kan,final,-4,-3,5,2.8271495466469787e-05,6.7898740780947264e-06,0.0003720866807270795,False
kan,final,-4,-2,5,3.5229826607974246e-05,1.6269270417978987e-05,0.00018692640878725797,False
kan,final,-4,-1,5,3.595602174755186e-05,1.7726582882460207e-05,0.00036255078157410026,False
kan,final,-4,0,5,0.00010243927681585774,6.57615382806398e-05,0.001429117750376463,False
kan,final,-4,1,5,2.0154902813374065e-05,1.1701700714183971e-05,0.00014924038259778172,False
kan,final,-4,2,5,3.061219467781484e-05,1.0307826414646115e-05,0.000271123688435182,False
kan,final,-4,3,5,6.505470082629472e-05,1.2154949217801914e-05,0.00012569091632030904,False
kan,final,-4,4,5,2.4565479179727845e-05,1.7375366951455362e-05,0.0003646909608505666,False
kan,final,-4,5,5,3.1852196116233245e-05,1.5535990314674564e-05,0.000599668943323195,False
kan,final,-4,6,5,2.8090167688787915e-05,1.3055500858172309e-05,0.0003151850833091885,False
kan,final,-4,7,5,3.28525056829676e-05,1.1713424100889824e-05,0.0005716478335671127,False
kan,final,-4,8,5,2.6617044568411075e-05,5.997006610414246e-06,0.0006433269591070712,False
kan,final,-4,9,5,5.028795567341149e-05,1.9385401174076833e-05,0.0009693571482785046,False
kan,final,-4,10,5,8.382087980862707e-05,2.538213084335439e-05,0.00043823328451253474,False
kan,final,-4,11,5,2.6513942430028692e-05,1.33861694848747e-05,0.00041103712283074856,False
kan,final,-4,12,5,4.123357211938128e-05,1.4671260032628197e-05,0.0007877942989580333,False
kan,final,-4,13,5,2.6124736905330792e-05,1.4887029465171508e-05,0.0002174465189455077,False
kan,final,-4,14,5,3.6560388252837583e-05,1.1239118975936435e-05,0.00033816532231867313,False
kan,final,-4,15,5,2.9080874810460955e-05,1.0824159289768431e-05,0.00031649201991967857,False
kan,final,-3,-15,5,5.9057761973235756e-05,9.236052392225247e-06,0.0001587583974469453,False
kan,final,-3,-14,5,3.948733865399845e-05,6.5982271735265385e-06,0.00011335818271618336,False
kan,final,-3,-13,5,2.906389818235766e-05,1.0888439646805637e-05,0.0001178979582618922,False
kan,final,-3,-12,5,4.724307291326113e-05,1.3479256267601158e-05,8.483593410346657e-05,False
kan,final,-3,-11,5,4.029725823784247e-05,1.0134600415767636e-05,0.00047284556785598397,False
kan,final,-3,-10,5,0.00011795815225923434,1.577672446728684e-05,0.00023175604292191565,False
kan,final,-3,-9,5,0.00011778445332311094,1.1880300007760525e-05,0.0003349818871356547,False
kan,final,-3,-8,5,7.5780953920912e-05,1.2748454537359066e-05,0.00012920952576678246,False
kan,final,-3,-7,5,7.62030977057293e-05,7.46088244341081e-06,0.0001536779454909265,False
kan,final,-3,-6,5,5.8953875850420445e-05,1.211490871355636e-05,0.00020210265938658267,False
kan,final,-3,-5,5,6.446134648285806e-05,1.4389155694516376e-05,0.00021675415337085724,False
kan,final,-3,-4,5,5.529480040422641e-05,1.356417214992689e-05,0.0002149692882085219,False
kan,final,-3,-3,5,0.032185956835746765,0.026637032628059387,0.033033404499292374,True
kan,final,-3,-2,5,5.744890222558752e-05,1.782615618139971e-05,0.00019613298354670405,False
kan,final,-3,-1,5,6.091499381000176e-05,1.4515479051624425e-05,0.0002170411462429911,False
kan,final,-3,0,5,0.00017770420527085662,4.05309401685372e-05,0.0009761534165591002,False
kan,final,-3,1,5,5.366690311348066e-05,1.0863372153835371e-05,0.00020703648624476045,False
kan,final,-3,2,5,4.714486203738488e-05,1.599815186636988e-05,0.0002719698240980506,False
kan,final,-3,3,5,5.265035724733025e-05,7.802535037626512e-06,0.0002106973115587607,False
kan,final,-3,4,5,5.2435992984101176e-05,1.0679797014745418e-05,0.00012841587886214256,False
kan,final,-3,5,5,4.366994835436344e-05,1.0327657946618274e-05,0.00010781601304188371,False
kan,final,-3,6,5,4.1155893995892256e-05,1.3007450434088241e-05,0.00010534834291320294,False
kan,final,-3,7,5,5.3799027227796614e-05,1.384092502121348e-05,0.00012433307711035013,False
kan,final,-3,8,5,4.4529060687636957e-05,8.153868293447886e-06,0.00015492875536438078,False
kan,final,-3,9,5,7.07570870872587e-05,1.2751276699418668e-05,0.0001966341951629147,False
kan,final,-3,10,5,4.951054506818764e-05,1.143820281868102e-05,0.0002548480697441846,False
kan,final,-3,11,5,5.525267624761909e-05,1.5810892364243045e-05,0.0004040022031404078,False
kan,final,-3,12,5,4.704526509158313e-05,7.719921086390968e-06,0.00020367138495203108,False
kan,final,-3,13,5,3.0583643820136786e-05,1.2500448065111414e-05,0.00025847842334769666,False
kan,final,-3,14,5,7.659539551241323e-05,1.153388529928634e-05,0.00013233684876468033,False
kan,final,-3,15,5,8.624587644590065e-05,1.2043296919728164e-05,0.0001749675429891795,False
kan,final,-2,-15,5,3.669428042485379e-05,2.1623274733428843e-05,0.0001919072528835386,False
kan,final,-2,-14,5,3.2891930459300056e-05,2.4092450985335745e-05,0.000263297202764079,False
kan,final,-2,-13,5,2.9434808311634697e-05,1.6251515262410976e-05,0.00021367627778090537,False
kan,final,-2,-12,5,3.5319641028763726e-05,2.6857109332922846e-05,0.00016913001309148967,False
kan,final,-2,-11,5,4.161675678915344e-05,2.1290934455464594e-05,0.00015786950825713575,False
kan,final,-2,-10,5,6.28377019893378e-05,2.5423987608519383e-05,0.00014448909496422857,False
kan,final,-2,-9,5,5.334026718628593e-05,3.056562854908407e-05,7.876696327002719e-05,False
kan,final,-2,-8,5,3.1553867302136496e-05,2.3383749066852033e-05,0.0002006269060075283,False
kan,final,-2,-7,5,2.3862343368818983e-05,2.075667907774914e-05,0.00026991183403879404,False
kan,final,-2,-6,5,2.3040569431032054e-05,1.9187333236914128e-05,0.00026077419170178473,False
kan,final,-2,-5,5,4.0900449675973505e-05,2.2757410988560878e-05,0.0003154636069666594,False
kan,final,-2,-4,5,4.355908458819613e-05,3.118858512607403e-05,0.000303488050121814,False
kan,final,-2,-3,5,2.874562778742984e-05,1.6250407497864217e-05,0.0002756127796601504,False
kan,final,-2,-2,5,0.03185585141181946,0.025950096547603607,0.03262723609805107,True
kan,final,-2,-1,5,3.792224742937833e-05,3.199054845026694e-05,0.00024988551740534604,False
kan,final,-2,0,5,0.00013194246275816113,6.886144547024742e-05,0.0004716136900242418,False
kan,final,-2,1,5,2.7052137738792226e-05,1.8238064512843266e-05,0.00016167372814379632,False
kan,final,-2,2,5,3.478773942333646e-05,2.5884526621666737e-05,0.00022321290452964604,False
kan,final,-2,3,5,5.250060712569393e-05,1.822277954488527e-05,0.00030463217990472913,False
kan,final,-2,4,5,4.433581489138305e-05,2.3147442334447987e-05,0.0002995768445543945,False
kan,final,-2,5,5,3.897084025084041e-05,1.9249886463512667e-05,0.0005121267749927938,False
kan,final,-2,6,5,4.426097802934237e-05,2.013106677623e-05,0.00015551067190244794,False
kan,final,-2,7,5,2.7271149519947357e-05,1.6760339349275455e-05,8.057605737121776e-05,False
kan,final,-2,8,5,4.315735714044422e-05,1.8579736206447706e-05,0.00022583326790481806,False
kan,final,-2,9,5,6.887099152663723e-05,2.214886808360461e-05,0.000392303365515545,False
kan,final,-2,10,5,3.996063242084347e-05,3.158267281833105e-05,0.00027583425980992615,False
kan,final,-2,11,5,4.6078905143076554e-05,2.5443676349823363e-05,0.00027105945628136396,False
kan,final,-2,12,5,3.744043715414591e-05,2.902909545809962e-05,0.00019771824008785188,False
kan,final,-2,13,5,2.9363125577219762e-05,1.5667696061427705e-05,0.00012754662020597607,False
kan,final,-2,14,5,3.272948379162699e-05,1.3736725122726057e-05,0.00023136334493756294,False
kan,final,-2,15,5,5.629926090477966e-05,2.0658946596086025e-05,0.00017054453201126307,False
kan,final,-1,-15,5,4.510030339588411e-05,1.3669425243278965e-05,0.0006750102620571852,False
kan,final,-1,-14,5,2.924079126387369e-05,1.6087889889604412e-05,0.00043963518692180514,False
kan,final,-1,-13,5,5.042275370215066e-05,8.453303962596692e-06,0.0001732923847157508,False
kan,final,-1,-12,5,5.144230817677453e-05,1.8977309082401916e-05,0.000387448410037905,False
kan,final,-1,-11,5,4.3615968024823815e-05,1.7196607586811297e-05,0.0008755027665756643,False
kan,final,-1,-10,5,5.045152283855714e-05,1.731588963593822e-05,0.0001911968138301745,False
kan,final,-1,-9,5,4.8792484449222684e-05,3.4810276702046394e-05,0.00045345776015892625,False
kan,final,-1,-8,5,4.68284088128712e-05,8.075437108345795e-06,0.00037377484841272235,False
kan,final,-1,-7,5,2.9227368941064924e-05,1.3921862773713656e-05,0.0004120090452488512,False
kan,final,-1,-6,5,5.0726474000839517e-05,9.515867532172706e-06,0.00046356365783140063,False
kan,final,-1,-5,5,3.965518772020005e-05,2.2221980543690734e-05,0.00045213516568765044,False
kan,final,-1,-4,5,4.965842890669592e-05,1.8327664292883128e-05,0.00015130605606827885,False
kan,final,-1,-3,5,8.891041943570599e-05,2.3178732590167783e-05,0.0002684573410078883,False
kan,final,-1,-2,5,4.081609222339466e-05,1.797766708477866e-05,0.0005554681993089616,False
kan,final,-1,-1,5,0.03224517032504082,0.02129371277987957,0.03312382474541664,True
kan,final,-1,0,5,0.00020948066958226264,5.012915426050313e-05,0.0017683424521237612,False
kan,final,-1,1,5,6.924713670741767e-05,2.280808985233307e-05,0.00016007837257348,False
kan,final,-1,2,5,3.428417767281644e-05,9.766289622348268e-06,0.00034941514604724944,False
kan,final,-1,3,5,7.344432378886268e-05,2.1773350454168394e-05,0.00020498392404988408,False
kan,final,-1,4,5,3.826050306088291e-05,1.6732448784750886e-05,0.00019439280731603503,False
kan,final,-1,5,5,3.9243743231054395e-05,2.02563387574628e-05,0.0004932918818667531,False
kan,final,-1,6,5,3.788541289395653e-05,1.2667012015299406e-05,0.0003260532976128161,False
kan,final,-1,7,5,8.231849642470479e-05,1.8617944078869186e-05,0.00042866187868639827,False
kan,final,-1,8,5,4.386571526993066e-05,7.834715688659344e-06,0.0005457564257085323,False
kan,final,-1,9,5,3.687432035803795e-05,2.1474083041539416e-05,0.0006070601521059871,False
kan,final,-1,10,5,6.526336073875427e-05,3.162636494380422e-05,0.00020086891890969127,False
kan,final,-1,11,5,4.4138720113551244e-05,2.0413712263689376e-05,0.00018944901239592582,False
kan,final,-1,12,5,3.7810248613823205e-05,2.1693642338505015e-05,0.0004274844250176102,False
kan,final,-1,13,5,2.005247188208159e-05,1.21864914035541e-05,0.0001510540023446083,False
kan,final,-1,14,5,4.322375389165245e-05,1.58949987962842e-05,0.0003038716968148947,False
kan,final,-1,15,5,7.652261410839856e-05,1.2483162208809517e-05,0.00032424222445115447,False
kan,final,0,-15,5,0.00018126585928257555,3.205522079952061e-05,0.0012044621398672462,False
kan,final,0,-14,5,5.912042615818791e-05,4.272822479833849e-05,0.0005829712608829141,False
kan,final,0,-13,5,9.392558422405273e-05,5.1982806326122954e-05,0.000890496012289077,False
kan,final,0,-12,5,0.00014064340211916715,6.810032937210053e-05,0.0009574963478371501,False
kan,final,0,-11,5,0.00010241476411465555,5.686671283910982e-05,0.0008720754412934184,False
kan,final,0,-10,5,0.00011739182809833437,6.007245247019455e-05,0.00046088272938504815,False
kan,final,0,-9,5,8.115917444229126e-05,4.833091952605173e-05,0.0012551422696560621,False
kan,final,0,-8,5,0.00010157078213524073,4.072835872648284e-05,0.0004871463752351701,False
kan,final,0,-7,5,7.533857569796965e-05,4.32815431850031e-05,0.0006690722075290978,False
kan,final,0,-6,5,9.308941662311554e-05,3.5562530683819205e-05,0.0007727146148681641,False
kan,final,0,-5,5,7.341850141528994e-05,4.109560541110113e-05,0.0008799791103228927,False
kan,final,0,-4,5,0.00014520424883812666,6.637523620156571e-05,0.001191230257973075,False
kan,final,0,-3,5,0.00013417165610007942,4.426401210366748e-05,0.0007008022512309253,False
kan,final,0,-2,5,0.00014215703413356096,5.6491302530048415e-05,0.0009517287253402174,False
kan,final,0,-1,5,8.881562825990841e-05,3.3740117942215875e-05,0.0009866701439023018,False
kan,final,0,0,5,1.1430859177451533e-16,1.0433061644775357e-16,1.5507353466878623e-16,False
kan,final,0,1,5,8.881562825990841e-05,3.3740117942215875e-05,0.0009866701439023018,False
kan,final,0,2,5,0.00014215703413356096,5.6491302530048415e-05,0.0009517287253402174,False
kan,final,0,3,5,0.00013417165610007942,4.426401210366748e-05,0.0007008022512309253,False
kan,final,0,4,5,0.00014520424883812666,6.637523620156571e-05,0.001191230257973075,False
kan,final,0,5,5,7.341850141528994e-05,4.109560541110113e-05,0.0008799791103228927,False
kan,final,0,6,5,9.308941662311554e-05,3.5562530683819205e-05,0.0007727146148681641,False
kan,final,0,7,5,7.533857569796965e-05,4.32815431850031e-05,0.0006690722075290978,False
kan,final,0,8,5,0.00010157078213524073,4.072835872648284e-05,0.0004871463752351701,False
kan,final,0,9,5,8.115917444229126e-05,4.833091952605173e-05,0.0012551422696560621,False
kan,final,0,10,5,0.00011739182809833437,6.007245247019455e-05,0.00046088272938504815,False
kan,final,0,11,5,0.00010241476411465555,5.686671283910982e-05,0.0008720754412934184,False
